Id,Name,Text,Colorway,Main_color,Category
153,Nike Dunk Low Sail Plum Eclipse (Women's),"The Nike Dunk Low Diffused Taupe (Women's) was released alongside several Dunk Low variations with subdued palettes, including Hemp Sail and Cacao Wow. It pays tribute to iconic Nike basketball shoe silhouettes from the ‘80s while utilizing premium materials.

On this Nike Dunk Low for women the upper is crafted entirely from smooth leather with perforations across the vamp and the Swoosh checked across the side. The use of leather gives the shoe a slightly cushiony appearance that adds a minimal amount of bulk to the silhouette. The Diffused Taupe colorway includes Sail, Plum Eclipse, and Diffused taupe, which presents as an off-white base with taupe accents on the overlays, lace cage, heel tab, and rubber outsole.

Our experts at StockX love the Swoosh detail in Plum Eclipse, which contrasts the light tones found on the rest of the shoe. The women’s size Nike Dunk Low Diffused Taupe (Women's) was released on December 1, 2023, and retailed at $110.",Sail/Plum Eclipse/Diffused Taupe,Cream,Lifestyle
154,adidas Handball Spezial Aluminum Core Black (Women's),"The adidas Handball Spezial in Aluminum Core Black W (women’s) is an iteration of the original shoe that became popular with handball players in the late 1970s. As the latest colorway added to the collection, this shoe is rooted in history but features technological upgrades for comfort.

This women’s adidas Handball Spezial features a classic and simple design with the ultimate levels of comfort. The flexible rubber outsole provides bounce and energy return, while the soft suede upper and tongue provide soft comfort. Branding details include the classic 3-Stripes in black leather on the midsoles and the adidas name on the tongue. This simple design also features black leather on the heel.

At Stock X, we think the standout feature of this shoe is the classic and simple colorway. The combination of black, Cloud White, and Aluminum color patterns ensures that this shoe goes with any outfit, whether it's sportswear or your daily street style. The adidas Handball Spezial in Aluminum Core Black for women was released on July 19th, 2023, for a retail price of $110.",Aluminum/Core Black/Cloud White,White,Lifestyle
155,Nike SB Dunk Low The Powerpuff Girls Blossom,"Step into style and sophistication with the Nike SB Dunk Low The Powerpuff Girls Blossom. Representing Blossom's intelligent and graceful character, this sneaker is adorned in a Lotus Pink/Digital Pink/Medium Soft Pink colorway. The design is a fitting tribute to the leader of the Powerpuff Girls, combining elegance with a touch of playfulness. The Blossom edition of the Dunk Low is a harmonious blend of soft hues and quality materials, encapsulating Blossom's charm and poise.

Released on December 14 at skate shops and on SNKRS for $135, the Nike SB Dunk Low The Powerpuff Girls Blossom is an enchanting addition to any sneaker collection. It's a celebration of the hit cartoon and beautiful design, making it a highly desirable piece for fans and sneakerheads​.",Lotus Pink/Digital Pink/Medium Soft Pink,Pink,Skateboarding
156,Air Jordan 4 Retro 'Midnight Navy',"The Air Jordan 4 Retro ‘Midnight Navy’ dresses the legacy silhouette in the same color blocking used on the OG ‘Fire Red’ colorway. The upper is constructed from white leather with black support wings, a matching black heel tab with embossed Jumpman branding, and navy molded eyelets. A second Jumpman icon adorns the woven tongue tag in crimson. The sneaker rides on a two-tone polyurethane midsole, featuring encapsulated Air in the forefoot and a visible unit in the heel.",White/Midnight Navy/Light Smoke Grey/Fire Red,White,Lifestyle
157,Wmns Air Jordan 4 Retro 'Frozen Moments',"The Women’s Air Jordan 4 Retro ‘Frozen Moments’ features a pale grey suede upper with a color-matched forefoot overlay in glossy leather. Breathable netting is utilized on the throat and quarter panel, while the shoe’s molded eyelets and support wings shine in a metallic silver finish. Tonal Jumpman branding embellishes the tongue and molded heel tab. Anchoring the sneaker is a grey foam midsole with visible Air-sole cushioning in the heel.",Light Iron Ore/Sail/Neutral Grey/Black/Metallic Silver,Grey,Lifestyle
158,Jordan 11 Retro Neapolitan (Women's),"Take a sweet stride in the all-new Women's Jordan 11 Retro ""Neapolitan"". A tasteful tribute to the classic Jordan heritage, this sneaker brings a deliciously fresh colorway to the iconic silhouette. The Sail/Velvet Brown hue swirls around the premium leather and ballistic mesh upper, reminiscent of the classic Neapolitan ice cream trio, while keeping the legendary Jordan aesthetics intact.

The Jordan lineage is rich with innovative designs and the Jordan 11 Retro ""Neapolitan"" is no exception. It's a sneaker that speaks volumes about its legacy, the ingenuity in design echoes the relentless spirit of Michael Jordan that still resonates in the sneaker culture. This pair isn’t just a sneaker, it’s a narrative of heritage meeting modernity head-on, ready to charm the sneakerheads and Jordan loyalists alike.

The Jordan 11 Retro ""Neapolitan"" is a testament to the enduring allure of the Jordan brand, a blend of tradition and contemporary design, a statement of style that stands out in a crowd. Set to drop on November 11, 2023, at a retail price of $225, this pair is a scoop of Jordan heritage, a sprinkle of innovative design, and a whole lot of cool. Grab a pair and step into a legacy that’s as tasteful and timeless as the Neapolitan colorway it sports.",Sail/Velvet Brown-Atmosphere,White,Lifestyle
159,adidas Yeezy Boost 350 V2 'Zebra' 2017,"Released on February 25, 2017, the Yeezy Boost 350 V2 ‘Zebra’ combines a white/core black Primeknit upper with red SPLY 350 branding and a translucent white midsole housing full-length Boost. Sold exclusively at adidas.com, Yeezy Supply, and select adidas flagship stores, the ‘Zebra’ sold out instantly but was first restocked on June 24th, 2017. Another restock of the ‘Zebra’ arrived November 16th, 2018 with more pairs hitting the marketplace and delivering on Kanye’s promise of Yeezy’s being more accessible to anyone that wanted them.",White/Core Black/Red,White,Lifestyle
160,Air Jordan 5 Retro 'Olive' 2024,"The 2024 edition of the Air Jordan 5 Retro ‘Olive’ brings back a popular colorway from Jordan Brand’s 2006 Lifestyle Series. Crafted from textured suede in a muted olive green hue, the upper features tonal molded eyelets and breathable quarter panel netting. Contrasting orange accents make their way to the interior lining, as well as the Jumpman logo hits that decorate the back heel and reflective tongue. Orange shark-tooth detailing decorates the olive-hued polyurethane midsole, fitted with visible Air-sole cushioning and reinforced by a translucent rubber outsole.",Army Olive/Solar Orange,Green,Lifestyle
161,TIGHTBOOTH x Nike Dunk Low SB,"The TIGHTBOOTH x Nike Dunk Low SB presents the Japanese brand’s take on the classic silhouette. The low-top carries a black suede upper with textured white leather overlays at the forefoot and heel. On the lateral side, an orange TIGHTBOOTH tag is appended to the reflective black leather Swoosh. Dual logos adorn the stuffed tongue, while orange insoles display mismatched TIGHTBOOTH and Nike SB branding. The sneaker is mounted on a black rubber midsole, contrasted underfoot by a grippy white rubber outsole.",White/Black/Safety Orange,White,Skateboarding
162,Air Jordan 1 Retro Low OG 'Black Toe',"The 2023 edition of the Air Jordan 1 Retro Low OG ‘Black Toe’ brings back a coveted original colorway initially released in 1985. The low-profile silhouette utilizes an all-leather upper, featuring a white base with forefoot and heel overlays in black and Varsity Red, respectively. Branding elements include a black signature Swoosh, a woven Nike tongue tag, and a black Wings logo stamped on the red leather heel tab. The shoe rests on a durable cupsole that pairs crisp white sidewalls with a grippy red rubber outsole.",White/Black/Varsity Red,Red,Lifestyle
163,Air Jordan 1 Retro High OG 'Lucky Green',"The Air Jordan 1 Retro High OG ‘Lucky Green’ dresses the iconic silhouette in familiar color blocking that mirrors one-half of the 2009 Air Jordan 1 ‘Defining Moments Pack,’ inspired by Michael Jordan’s 63-point playoff performance against the Boston Celtics in 1986. The high-top sports a smooth leather upper, featuring a white base with contrasting hits of black on the forefoot overlay, Swoosh, and padded collar. Lush green accents land on the heel overlay and ankle flap, marked with a retro Wings logo on the lateral side. The shoe earns its OG designation with a woven Nike tag atop the breathable nylon tongue.",Black/Lucky Green/White,Green,Lifestyle
164,Crocs Classic Clog Mater,"The Crocs Classic Clog Mater steps into the scene with a playful spirit, mirroring the whimsy of Disney Pixar’s Cars. This funky edition is no ordinary pair; it’s a tribute to Mater, the beloved tow truck from Radiator Springs. From the front, a glossy TPU overlay showcases Mater’s grin, while the back flaunts a tow hook detail on the heel strap, making every step a statement of fun and comfort.

Mater's unique charm doesn't end there; these clogs feature an exposed engine design on the toe, a quirky touch that is bound to turn heads. The Crocs Classic Clog Mater isn’t just about looks; it’s about celebrating youthful exuberance with a comfy, snug fit that’s ready for adventure. The blend of iconic Crocs comfort with Mater's playful persona makes this pair a must-have for those looking to add a touch of whimsy to their footwear collection.

Dropped on October 17, 2023, at a retail price of $60, this pair is a ride into the playful world of Radiator Springs.","
Slate Grey",Brown,Clogs
165,Air Jordan 1 Retro High OG ‘Palomino’,"The Air Jordan 1 Retro High OG ‘Palomino’ merges a luxe build with OG-inspired two-tone color blocking. The sneaker icon carries a black leather upper, accented with aged brown nubuck on the toe box, Swoosh, heel overlay and collar flap. The latter is marked with a black Wings logo on the lateral side, while the woven tongue tag displays a Nike logo with metallic gold lettering. A contrasting off-white finish is applied to the midsole, built with stitched sidewall construction and encapsulated Air-sole cushioning. Underfoot, a brown rubber outsole features a traction pattern designed to grip the hardwood.",Black/Metallic Gold/Palomino/Sail,Brown,Lifestyle
166,Nike Dunk Low Next Nature Blue Tint (Women's),"The Nike Dunk Low Next Nature Blue Tint (Women's) is a low-top sneaker that is part of Nike’s ""Next Nature"" line. All ""Next Nature"" shoes are crafted with at least 20 percent recycled material and are part of Nike’s effort to minimize carbon emissions.

This two-toned sneaker for women features a Blue Tint, Cobalt Bliss, Summit White, Volt, and Black colorway that is reminiscent of the sky. The bright Summit White base allows the blue hues on the Swoosh, overlays, lace cage, and outsole to pop. In terms of branding details, the tongue boasts a ‘Nike’ label while ‘NIKE’ is also stitched across the heel.

Something our experts love is the incorporation of the Nike Grind midsole. This speckled midsole is made from recycled shoes from Nike’s Reuse-A-Shoe program and pre-consumer scraps created during manufacturing. The women’s size Nike Dunk Low Next Nature Blue Tint (Women's) was released on September 8, 2023, and retailed at $115.",Blue Tint/Cobalt Bliss/Summit White/Volt/Black,Blue,Lifestyle
167,Nike SB Dunk Low Pro Black Gum,"The Nike SB Dunk Low Pro Black Gum dresses the classic silhouette with practical colors.

This Nike SB Dunk Low Black Gum color scheme consists of the classic combination of black, white, and Gum light brown. Its upper is composed of black nubuck material, complemented by a white leather Nike Swoosh. The heel tab is also adorned with an embroidered Nike wordmark in the same white color. The sneaker features a traditional cupsole design with white sidewalls and a tacky gum rubber outsole for traction. Additionally, a Zoom Air unit is incorporated into the insole to provide cushioning.

The Nike SB Dunk Low Pro Black Gum was released on 1st March 2023 with its retail price set at $110.",Black/White/Black/Gum Light Brown,Black,Skateboarding
168,Jordan 4 Retro Vivid Sulfur (Women's),"Introducing the Air Jordan 4 Retro Vivid Sulfur Women's, a fresh take on the timeless silhouette that has defined sneaker culture. This new colorway, with its crisp white and coconut milk base accented by vivid sulfur and anthracite, exudes a bold yet refined aesthetic. Tailored for the fashion-forward woman, this sneaker blends the storied heritage of the Jordan 4 with a palette that captures the contemporary vibe, making it a perfect fit for the style-savvy.

The Jordan 4 is renowned for its striking design and the Vivid Sulfur iteration is no exception. From the distinctive mesh on the quarter panels to the unique wings and the innovative support lacing system, every element honors the Jordan 4's rich history. The sulfur color pops on the lace crowns and midsole, giving it a dynamic contrast that's sure to turn heads. The white upper, matched with the coconut milk and anthracite accents, offers a modern twist on the classic, making it a versatile addition to any collection.

Released on April 6, 2024, with a retail price of $210, the Jordan 4 Retro Vivid Sulfur Women's is destined to become a coveted piece in sneaker collections across the globe. Its launch is not about offering a fresh, fashion-forward choice for women who demand both style and substance in their footwear. Grab these exclusive kicks and step into a world where heritage meets modern flair, all wrapped up in the iconic Jordan 4 design.",White/Coconut Milk/Vivid Sulfur/Anthracite,White,Lifestyle
169,Nike Zoom Kobe 4 Protro 'Gift of Mamba',"The Nike Zoom Kobe 4 Protro ‘Gift of Mamba’ sports a black nubuck upper with a scaly snakeskin texture throughout the collar, forefoot overlay and Swoosh. Kobe’s signature is scrawled in yellow on the lateral side of the TPU heel counter, delivering the shoe’s lone pop of color. Lightweight cushioning arrives via a matching black Phylon midsole, featuring a large-volume Zoom Air unit in forefoot for on-court responsiveness.",Black/Black/University Gold,Black,Basketball
170,Nike Air Max 97 OG Silver Bullet (2022),"The Nike Air Max 97 OG Silver Bullet 2022 comes in a mixture of four colorways: white, black, university red, and metallic silver.

The top of this Original (OG) Nike Air Max model has a metallic silver finish inspired by the aluminum and titanium components of a mountain bike. Wavy overlays sit on top of the mesh base. The exterior of this sneaker is accented with a crimson Swoosh stitched on the tongue and on the quarter panel. Air units are included in the soles.

The Nike Air Max 97 OG Silver Bullet 2022 was released on November 11th, 2022, retailing at $185.",Metallic Silver/University Red-Black-White,Silver,Lifestyle
171,Air Jordan 11 Retro ‘Cool Grey’,"The 2021 edition of the Air Jordan 11 Retro ‘Cool Grey’ brings back a colorway first released in 2001 and retroed again in 2010. Celebrating the 20th anniversary of the original launch, the mid-top build is faithful to the original, featuring a nubuck upper with tonal webbing lace loops and a shiny patent leather overlay, all rendered in tones of Medium and Cool Grey. A white Jumpman logo is embroidered on the lateral ankle, while a stylized ‘23’ decorates the heel notch. Lightweight cushioning is provided by a full-length Air-sole unit housed within a white Phylon midsole. Underfoot, a translucent outsole reveals a carbon fiber spring plate for enhanced on-court responsiveness.",Medium Grey/White/Cool Grey,Grey,Lifestyle
172,ASICS Gel-1130 Dark Neptune,"The ASICS Gel-1130 Dark Neptune is a stability running shoe that draws inspiration from other technical running sneakers from the ASICS catalog. It features a white base and accents in Dark Neptune and silver.

The ninth iteration of the GEL-1000 series and the GEL-KAYANO 14 inform the sneaker’s design and contribute technical elements. For example, the Gel-1130 Dark Neptune features responsive GEL cushioning in the heel and protective padding around the collar and tongue. A web of overlays in Dark Neptune and silver crosses the airy mesh upper; however, each overlay is synthetic leather instead of genuine leather. The addition of synthetic leather overlays and paneling gives the shoe a modern aesthetic and differentiates it from earlier models.

Our experts at StockX like the ""GEL"" lettering that wraps around the heel overlays. The ASICS Gel-1130 Dark Neptune was released on May 1, 2024, and retailed at $100.",White/Dark Neptune,White,Lifestyle
173,Jordan 1 Low Panda (2023) (Women's),"The Air Jordan 1 Low Panda (2023) (W) arrives in a white, black, and white color palette.

The Low Panda Jordan 1 (2023) (W) has an upper that is constructed from durable materials, including a combination of supple leather and suede. The shoe's cushioned midsole and supportive collar ensure a comfortable fit. The outsole is made of a durable rubber material with a traditional tread pattern, providing traction and stability. The shoe's toe box is perforated for ventilation. The sneaker features black Swoosh branding on either lateral side, the Jumpman logo on the tongue, and the Air Jordan Wings logo on the heel.

The women’s rendition of the Air Jordan 1 Low Panda (2023) (W) was released on March 10, 2023, and sold for a retail price of $110.",White/Black/White,Black,Lifestyle
174,Nike Wmns Air Zoom Vomero 5 'Metallic Gold',"The Nike Women's Air Zoom Vomero 5 'Metallic Gold' is built with white open-cell mesh, featuring durable synthetic leather overlays in metallic gold. The gold hue makes repeat appearances on the signature Swoosh and molded TPU heel counter. A subtle off-white finish is applied to the lightweight Cushlon midsole, enhanced with Zoom Air in the forefoot and heel. Underfoot, the rubber outsole utilizes a classic waffle tread for durable traction.",Photon Dust/Metallic Gold-Gridiron-Sail,Glod,Running
175,Jordan 1 Retro High OG Artisanal Team Red,"The Jordan 1 Retro High OG Artisanal Team Red is a high-top basketball sneaker with a classic vintage design.

This iteration of the Jordan 1 Retro High OG is made with a leather upper. The base of the upper is white on the sides, toebox, and around the heel, and the toebox contains perforations for air flow. Smooth red leather overlays adorn the upper, outlining the toebox, snaking up under the laces, supporting the heel, and acting as the ankle strap. The Nike Swoosh that appears on both sides is also red. White Air Jordan branding can be found on the outer red ankle strap. The cushioned tongue contains a Nike Air patch, and the rubber sole is patterned for traction.

Our favorite feature of this shoe is the two-tone color scheme, as the simple white and red complement each other well. The Jordan 1 Retro High OG Artisanal Team Red was released on April 27, 2024, for a price of $180.",White/Team Red,Red,Lifestyle
176,adidas Handball Spezial Clear Pink Arctic Night (Women's),"The adidas Handball Spezial Clear Pink Arctic Night (Women's) has transcended its original handball roots to become a streetwear staple. This iteration features a Clear Pink and gum color scheme.

The Clear Pink Arctic Night showcases the Clear Pink color scheme and includes Arctic Night 3-Stripes on the sides. There is also a shade resembling navy blue on the branding found on the tongue, insole, and heel tabs. Additionally, ""Spezial"" text branding, alongside a trefoil logo, embellishes the lateral sides of the shoe. Crafted from a blend of suede and leather, this shoe exudes a nostalgic aesthetic, while the gum outsole enhances its retro appeal. This sneaker boasts a rounded toe design, coupled with a front lace-up closure for a secure and customizable fit and is equipped with a branded insole for enhanced comfort during wear.

What our experts love about the adidas Handball Spezial Clear Pink Arctic Night (Women's) is its timeless and classic design. This sneaker exudes a retro aesthetic complete with a gum sole, a nod to its handball heritage. The sneaker released on 2nd July 2023 for $110.",Clear Pink/Arctic Night/Gum,Pink,Lifestyle
177,Nike Dunk Low ‘Reverse Panda’,"The Nike Dunk Low ‘Reverse Panda’ dresses the vintage hoops shoe in a rudimentary two-tone palette. Black laces secure the white leather upper, accented with tonal stitching and a contrasting black Swoosh. Heritage details include a perforated toe box, a breathable nylon tongue, and a sturdy rubber cupsole. The latter features an interior foam wedge and a grippy rubber outsole, highlighted by a concentric-circle traction pattern originally designed for the college hardwood.",White/Black,White,Lifestyle
178,Nike Air Foamposite One ‘Anthracite’,"The 2023 edition of the Nike Air Foamposite One ‘Anthracite’ brings back a colorway originally released in 2007. The monochromatic silhouette features a black molded polyurethane upper with tonal nubuck trim on the eyestay and collar. Penny’s 1 Cent logo adorns the jeweled tongue tag, sockliner and back tab. In terms of performance, the concealed Phylon midsole packs a full-length Zoom Air-sole unit for lightweight cushioning. Underfoot, a herringbone traction rubber outsole provides durable traction.",Black/Anthracite/Black,Black,Basketball
179,Nike Dunk Low ‘Miami Dolphins’,"The Nike Dunk Low ‘Miami Dolphins’ showcases a vibrant color scheme that gives the nod to South Florida’s NFL franchise. The low-top sports a leather upper that combines a white base with turquoise overlays at the forefoot and heel. Contrasting orange accents settle on the Swoosh and Nike-branded back tab. Perforations on the toe box provide enhanced breathability, while a low-cut padded collar delivers a comfortable fit. Lightweight cushioning arrives via a foam wedge housed inside a sturdy cupsole, built with stitched sidewall construction and a grippy rubber outsole.",White/Cosmic Clay/Dusty Cactus,Blue,Lifestyle
180,Air Jordan 4 Retro 'Military Black',"The Air Jordan 4 Retro ‘Military Black’ showcases the same color blocking and materials featured on the OG ‘Military Blue’ colorway from 1989. Smooth white leather is utilized on the upper, bolstered with a forefoot overlay in grey suede. Contrasting black accents make their way to the TPU eyelets, molded heel tab, and the Jumpman logo displayed on the woven tongue tag. Lightweight cushioning comes courtesy of a two-tone polyurethane midsole, enhanced with a visible Air-sole unit under the heel.",White/Black/Neutral Grey,White,Lifestyle
181,Nike Air Force 1 Low '07 White (Travis Scott Cactus Jack Utopia Edition),"Unveiled on July 28, 2023, the Nike Air Force 1 Low Travis Scott Cactus Jack Utopia Edition is more than just a sneaker; it's the embodiment of Travis’ creative genius, this shoe echoes with the sounds and themes of his groundbreaking album, 'Utopia’.

Radiating in a dominant all-white shade, this iconic silhouette carries the legacy of the Air Force 1 with a touch of Travis Scott's unique artistry. Crafted with precision, the sneaker showcases the word 'Utopia' imprinted on its heel - a direct nod to Scott's most recent album.

But there's more. The Utopia graphic doesn't just serve aesthetic vibes; it’s a celebration of music and streetwear colliding. The fusion of leather and subtle design details crafts an aesthetic that's both sleek and statement-making. Dive into the Utopia with this pair of sneakers that retailed at $150.",White/White,White,Lifestyle
182,Nike Dunk Low Clear Jade,"The Nike Dunk Low Clear Jade takes a classic silhouette and dresses it in a two-tone colorway that pops.​
​​
​The Clear Jade Nike Dunk Low-Top features a white leather upper with a perforated toebox for breathability. Clear Jade leather is used for the side panel Nike Swoosh and the overlays surrounding the toebox, eyestays, heel, and collar. The tongue is white with Clear Jade trim, and a white branding patch with Clear Jade Nike branding. The padded sock liner is Clear Jade, and the insole is Clear Jade with white Nike branding. The foam cushion midsole is fully sewn-in and sits atop a rubber cup sole. The outsole is Clear Jade rubber with a traction pattern in concentric circles.​
​
​The detail that our sneaker experts appreciate most about this sports shoe is the white embroidery that makes up the Nike branding on the Clear Jade heel tab. The Nike Dunk Low Clear Jade was released on July 1st, 2023, for a retail price of $110.",White/Clear Jade/White,Green,Lifestyle
183,Nike Dunk Low Retro Vol. 1 SP 'Plum',"The 2024 edition of the Nike Dunk Low Retro Vol. 1 SP 'Plum' brings back one of the distinctive colorways of the CO.JP 'Ugly Duckling' pack from 2001. Like the original, the low-top carries an all-suede upper in two shades of violet. Dark crimson accents land on the laces, signature Swoosh and back tab, marked with embroidered Nike branding. Additional Nike branding hits appear on the woven tongue tag and sockliner. Anchoring the sneaker is a durable rubber cupsole.",Daybreak/Plum/Barn,Purple,Lifestyle
184,Nike Kobe 8 Protro Court Purple,"Step onto the court with confidence in the Nike Kobe 8 Protro Court Purple, a sneaker that combines elegance with performance. Inspired by Kobe Bryant's unparalleled legacy, this model features a White/Court Purple/White colorway that exudes sophistication. Paying homage to the basketball giant and his daughter, the numbers 8, 24, and 2 are thoughtfully incorporated throughout the upper, making each pair a symbol of excellence and remembrance.

The Nike Kobe 8 Protro Court Purple is designed for those who demand the best in both function and fashion. Its advanced technology ensures peak performance during play, while the striking Court Purple highlights showcase a sense of style that is both bold and refined. This sneaker reflects the spirit of innovation and dedication that Kobe brought to every game, tailored for a generation that values legacy and looks.

Released on February 8, 2024, and priced at $190, the Nike Kobe 8 Protro Court Purple presents a new colorway that captures the heart of sneaker fans and basketball players alike. It's not just a shoe; it's a tribute to a legend and his impact on the game, making it an essential piece for those who celebrate greatness on and off the court.",White/Court Purple/White,White,Basketball
185,Nike Dunk Low SE ‘Sashiko Industrial Blue’,"The Nike Dunk Low SE ‘Sashiko Industrial Blue’ delivers a recrafted take on the ‘80s sneaker icon. In lieu of a standard leather build, the upper is constructed from textile twill, featuring a white base with blue overlays and a color-matched Swoosh. Sashiko-style stitching enlivens the toe box and heel tab, while a woven Nike tag decorates the tongue. The sneaker is mounted on a rubber cupsole that pairs white sidewalls with a grippy blue rubber outsole.",Summit White/Summit White/Industrial Blue/Industrial Blue,Blue,Lifestyle
186,adidas Handball Spezial Bright Red Clear Pink (Women's),"The adidas Handball Spezial Bright Red Clear Pink (Women's) is an elegant lifestyle sneaker that takes its inspiration from handball sneakers from the 1970s. This updated shoe specifically sized for women offers classic comfort in an eye-catching colorway.

The Bright Red Clear Pink colorway of the Women's adidas Handball Spezial features an upper primarily of a warm red hue. Red suede serves as the base of the upper as well as the overlays on the toe, eye stays, and heel. Light pink suede is used for the construction of the heel tab and the iconic adidas three stripes along the side panel. The laces are pink and the sock liner is red. Spezial branding with an adidas trefoil adorns the top of the third stripe on the lateral side.

What our shoe experts enjoy most about this sneaker is the intricately patterned sole unit. The gum rubber of the midsole sports embossed triangles and embossed adidas trefoil branding. The gum rubber outsole is grooved with circles for traction. The adidas Handball Spezial Bright Red Clear Pink (Women's) was released on November 17, 2023, for a retail price of $110.",Bright Red/Clear Pink/Gum,Pink,Lifestyle
187,Jordan 11 Retro Low Legend Pink (Women's),"The Jordan 11 Retro Low Legend Pink (Women's) adds a soft colorway of white and Legend Pink to the classic Air Jordan 11 Retro Low silhouette.

The upper is crafted from durable ballistic mesh in white with tonal webbing eyelets that create a lace cage. A patent leather mudguard in Legend Pink wraps around the shoe and shines when hit by light. A full-length Air-sole unit provides lightweight cushioning, while a semi-translucent rubber outsole grips the ground and provides an additional splash of Legend Pink. In the midfoot, a carbon fiber shank provides additional stability without weighing down the sneaker.

Our experts at StockX like the tonal stitches that attach the Legend Pink mudguard to the upper because they create a seamless transition between pink and white. The women’s sized Jordan 11 Retro Low Legend Pink (Women's) was released on June 22, 2024, and retailed at $190.",White/Legend Pink,Pink,Lifestyle
188,Jordan 1 Mid University Blue Black,"The Jordan 1 Mid University Blue Black dresses a classic silhouette in an eye-catching dual chromatic colorway relieved by a hit of white on the midsole, thus creating a style that's ready for action.

The University Blue Black Air Jordan 1 Mid-Top features an upper with a smooth black leather base sporting perforations in the toe box for enhanced breathability. University Blue leather covers the toe cap, vamp, eye stays, heel, and collar, as well as composing the quarter panel Nike Swoosh. Black laces crisscross over a blue nylon tongue featuring a black Jumpman logo, and the black sock liner and black insole with a blue Jumpman logo continue the colorway. A black Wings logo stamped on the blue-collar overlay completes the gorgeous aesthetic of this upper.

What our sneaker experts appreciate most about this shoe is the white rubber midsole encapsulating Air supported beneath by a blue rubber outsole with the classic Jordan traction pattern for multi-directional grip. The Jordan 1 Mid University Blue Black was released on July 14th, 2023, for $125 retail.",University Blue/White/Black,Blue,Lifestyle
189,Air Jordan 1 Retro High OG ‘Yellow Ochre’,"The Air Jordan 1 Retro High OG ‘Yellow Ochre’ sports a smooth leather upper, featuring a white base with mustard yellow overlays at the forefoot and heel. Contrasting black accents settle on the high-cut collar and Swoosh. A woven Nike Air tag decorates the breathable nylon tongue, while the retro Wings logo is imprinted on the lateral collar flap. Lightweight cushioning is provided by a polyurethane wedge, housed in a durable rubber cupsole and fitted with an encapsulated Air-sole unit in the heel.",Yellow Ochre/Black/Sail,Yellow,Lifestyle
190,Nike Dunk Low PRM Bacon (Women's),"The Nike Dunk Low PRM Bacon (Women’s) presents an exclusive colorway for women, drawing inspiration from the iconic 2004 release of the Air Max 90 ""Bacon.""

Showcasing a Sail tumbled leather foundation, the Nike Dunk Low PRM Bacon (Women’s) is enhanced by Sport Red suede eyestays and overlays. Touches of Sheen Pink adorn the mesh tongues and leather Swooshes, while Medium Brown accents on the heel tabs and tongue labels add vibrancy to the design. The low-top silhouette is positioned on a classic cupsole, featuring white sidewalls and a brown rubber outsole.

A distinctive aspect of the Nike Dunk Low PRM Bacon (Women’s) is its unique color palette. This particular Dunk Low pays homage to its celebrated predecessor, boasting a vibrant color scheme and incorporating iconic design elements. The combination of these features makes the shoe a standout and appealing addition to the Nike Dunk Low collection. The sneaker debuted for $125 on December 21st, 2023.",Sport Red/Sheen/Sail/Medium Brown,Red,Lifestyle
191,Jordan 5 Retro A Ma Maniére Dawn (Women's),"Step into the dawn of a new era with the exclusive A Ma Maniére x Air Jordan 5 ""Dawn"". This collaboration infuses classic elegance with a street-ready edge. The leather upper pairs with a gleaming metallic silver tongue, preserving the silhouette's celebrated features like the prominent ""23"" on the heel and the distinctive shark teeth design. ​
​​
​Echoing the hues of early morning skies, the ""Dawn"" presents a color palette of Photon Dust, Black, Diffused Blue, and Pale Ivory. It's an all-new colorway, a testament to A Ma Maniére's finesse and Jordan's timeless appeal. The slimmed-down collar and pre-yellowed quarter panel netting, round out the exclusive design elements.​
​​
​Released on November 17, 2023, and priced at $225, this women's exclusive sneaker is a must-have for collectors and style mavens alike. Grab your pair and witness the rise of a new icon.",Photon Dust/Black/Diffused Blue/Pale Ivory,White,Lifestyle
192,Jordan 3 Retro J Balvin Rio,"The Jordan 3 Retro J Balvin Rio perfectly blends the classic Jordan 3 design with J Balvin's signature flair. Featuring a predominantly black upper, this sneaker is brought to life with solar flare and total crimson abyss accents that capture the vibrant energy of J Balvin’s music. The iconic elephant print on the heel and toe areas pays homage to the original Jordan 3 design, while the gradient midsole transitioning from bright orange to deep abyss adds a unique and colorful twist.

As part of his ongoing collaboration with Jordan brand, J Balvin's ""Rio"" edition, named after his son, infuses a personal and artistic touch into the Jordan 3 model. The sneaker's construction maintains the high standards of comfort and durability that the Jordan 3 is known for. The bold colorway reflects J Balvin’s dynamic personality, making this model a standout piece. The thoughtful design elements, from the premium leather to the eye-catching gradient midsole, highlight the meticulous attention to detail in this collaboration.

Retailing at $250, the Jordan 3 Retro J Balvin Rio was released on May 22, 2024. This sneaker is a tribute to J Balvin's influence and the enduring legacy of the Jordan brand. Don’t miss out on this unique and stylish collaboration that perfectly captures the essence of both the music and sneaker worlds.",Black/Solar Flare/Total Crimson Abyss,Black,Lifestyle
